transaction_id,timestamp,amount,sender_city,receiver_city,sender_bank,receiver_bank,merchant_category,transaction_type,device_type,is_new_recipient,failed_attempts,is_fraud,hour,day_of_week,month,is_odd_hour,cross_city
TXN5437882,2023-03-30 17:46:00,143.22,Lucknow,Chennai,PNB,Yes Bank,Swiggy,P2M,Android,0,0,0,17,Thursday,3,0,1
TXN2140599,2023-09-11 13:20:00,142.4,Jaipur,Pune,HDFC,Yes Bank,BigBasket,Investment,Android,0,0,0,13,Monday,9,0,1
TXN7754864,2023-01-28 10:03:00,356.77,Pune,Delhi,Axis,Axis,Flipkart,Investment,iOS,0,0,0,10,Saturday,1,0,1
TXN3556182,2023-08-03 19:35:00,257.84,Delhi,Bengaluru,HDFC,PNB,LIC,Recharge,Android,0,0,0,19,Thursday,8,0,1
TXN3589058,2023-04-07 18:24:00,138.57,Lucknow,Lucknow,Axis,Axis,Paytm,Investment,Android,1,0,0,18,Friday,4,0,0
TXN8278528,2023-09-03 21:09:00,250.9,Pune,Lucknow,Yes Bank,BOB,PhonePe,P2P,Android,0,0,0,21,Sunday,9,0,1
TXN9700075,2023-06-06 23:53:00,222.39,Ahmedabad,Jaipur,PNB,SBI,PhonePe,Recharge,Android,0,0,0,23,Tuesday,6,1,1
TXN8458352,2023-01-15 18:05:00,83.94,Delhi,Hyderabad,BOB,Kotak,PhonePe,Bill Payment,Android,1,0,0,18,Sunday,1,0,1
TXN1847015,2023-11-17 07:17:00,13.31,Lucknow,Hyderabad,ICICI,Kotak,Amazon,Bill Payment,Android,0,1,0,7,Friday,11,0,1
TXN3826620,2023-06-09 14:52:00,174.48,Delhi,Delhi,ICICI,HDFC,Flipkart,P2M,Android,0,0,0,14,Friday,6,0,0
TXN4147137,2023-09-19 18:05:00,68.78,Kolkata,Hyderabad,BOB,ICICI,Zomato,P2M,iOS,0,0,0,18,Tuesday,9,0,1
TXN8753086,2023-08-01 12:35:00,57.21,Lucknow,Bengaluru,Axis,ICICI,Rent Payment,Recharge,iOS,0,0,0,12,Tuesday,8,0,1
TXN2385991,2023-09-23 15:51:00,68.39,Kolkata,Delhi,BOB,ICICI,BookMyShow,Bill Payment,iOS,0,0,0,15,Saturday,9,0,1
TXN9424934,2023-06-22 09:27:00,298.36,Pune,Mumbai,PNB,ICICI,LIC,Investment,Android,1,0,0,9,Thursday,6,0,1
TXN7120141,2023-01-05 07:55:00,86.72,Hyderabad,Ahmedabad,SBI,BOB,Individual,P2P,Android,0,0,0,7,Thursday,1,0,1
TXN8863382,2023-02-18 08:39:00,219.71,Lucknow,Bengaluru,HDFC,PNB,Individual,Investment,Android,0,0,0,8,Saturday,2,0,1
TXN2299254,2023-11-14 09:44:00,93.62,Ahmedabad,Delhi,SBI,Yes Bank,Flipkart,P2P,Android,1,0,0,9,Tuesday,11,0,1
TXN5162036,2023-10-11 19:38:00,28.09,Jaipur,Chennai,HDFC,Axis,Myntra,P2P,iOS,0,0,0,19,Wednesday,10,0,1
TXN4683312,2023-09-02 15:36:00,759.96,Jaipur,Hyderabad,Yes Bank,Yes Bank,BookMyShow,Bill Payment,iOS,0,0,0,15,Saturday,9,0,1
TXN5957805,2023-09-01 17:49:00,468.52,Hyderabad,Mumbai,Yes Bank,HDFC,PhonePe,P2P,iOS,0,0,0,17,Friday,9,0,1
TXN4225237,2023-08-13 20:35:00,222.1,Kolkata,Bengaluru,BOB,BOB,Electricity Board,Bill Payment,Android,1,0,0,20,Sunday,8,0,1
TXN9919559,2023-04-17 08:26:00,67.38,Chennai,Mumbai,SBI,PNB,Zomato,Bill Payment,iOS,0,0,0,8,Monday,4,0,1
TXN4274075,2023-10-13 10:19:00,318.27,Ahmedabad,Pune,Kotak,Yes Bank,PhonePe,P2P,Android,0,0,0,10,Friday,10,0,1
TXN3716216,2023-02-06 07:41:00,99.82,Lucknow,Delhi,BOB,HDFC,Myntra,Bill Payment,iOS,0,0,0,7,Monday,2,0,1
TXN7912309,2023-09-01 11:48:00,183.7,Kolkata,Lucknow,Kotak,HDFC,LIC,Recharge,Android,0,0,0,11,Friday,9,0,1
TXN3486219,2023-02-11 18:33:00,38.19,Pune,Chennai,PNB,HDFC,PhonePe,P2M,iOS,0,0,0,18,Saturday,2,0,1
TXN3931394,2023-01-06 08:29:00,568.61,Jaipur,Delhi,BOB,SBI,PhonePe,P2P,Android,0,0,0,8,Friday,1,0,1
TXN3814446,2023-12-10 22:46:00,15.23,Kolkata,Delhi,HDFC,SBI,MakeMyTrip,Bill Payment,Android,0,0,0,22,Sunday,12,1,1
TXN9304141,2023-01-26 17:27:00,54.92,Pune,Hyderabad,PNB,ICICI,Myntra,Bill Payment,iOS,0,0,0,17,Thursday,1,0,1
TXN1600226,2023-04-19 13:53:00,79.07,Hyderabad,Jaipur,PNB,Kotak,Myntra,P2M,Android,0,0,0,13,Wednesday,4,0,1
TXN7963399,2023-12-09 23:42:00,445.99,Bengaluru,Kolkata,Kotak,Yes Bank,Swiggy,Bill Payment,Android,0,0,0,23,Saturday,12,1,1
TXN2307943,2023-08-01 20:27:00,94.55,Mumbai,Bengaluru,PNB,BOB,Flipkart,Bill Payment,Android,1,0,0,20,Tuesday,8,0,1
TXN1678168,2023-08-11 18:21:00,111.21,Kolkata,Pune,Axis,SBI,Amazon,P2P,Android,0,0,0,18,Friday,8,0,1
TXN7032283,2023-01-06 15:41:00,182.28,Hyderabad,Mumbai,HDFC,Yes Bank,PhonePe,P2M,iOS,0,0,0,15,Friday,1,0,1
TXN6970234,2023-10-06 14:15:00,93.69,Kolkata,Jaipur,SBI,PNB,BookMyShow,P2P,Android,0,1,0,14,Friday,10,0,1
TXN3824870,2023-08-15 19:47:00,153.61,Hyderabad,Kolkata,BOB,BOB,Individual,P2M,iOS,1,0,0,19,Tuesday,8,0,1
TXN7806440,2023-01-09 02:06:00,34830.15,Chennai,Kolkata,Kotak,Yes Bank,Individual,P2M,iOS,1,1,1,2,Monday,1,1,1
TXN6876259,2023-01-13 10:19:00,414.61,Bengaluru,Jaipur,BOB,SBI,BigBasket,Investment,Android,0,0,0,10,Friday,1,0,1
TXN7040878,2023-07-05 07:32:00,776.66,Jaipur,Mumbai,Kotak,ICICI,BigBasket,Recharge,Android,0,0,0,7,Wednesday,7,0,1
TXN7906047,2023-10-17 03:12:00,97506.74,Kolkata,Lucknow,Yes Bank,Axis,Individual,P2P,Android,1,0,1,3,Tuesday,10,1,1
TXN1008908,2023-04-02 18:50:00,407.64,Delhi,Kolkata,ICICI,ICICI,Swiggy,Bill Payment,Android,0,0,0,18,Sunday,4,0,1
TXN1559718,2023-06-07 10:06:00,151.19,Hyderabad,Ahmedabad,Kotak,SBI,BookMyShow,Recharge,Android,0,0,0,10,Wednesday,6,0,1
TXN7888476,2023-08-15 20:41:00,366.43,Chennai,Lucknow,BOB,Yes Bank,Zomato,P2P,Android,0,0,0,20,Tuesday,8,0,1
TXN5775474,2023-07-22 20:39:00,48.58,Ahmedabad,Delhi,Axis,Kotak,PhonePe,Investment,Android,0,0,0,20,Saturday,7,0,1
TXN8604077,2023-09-15 12:16:00,223.65,Kolkata,Lucknow,SBI,ICICI,MakeMyTrip,P2P,Android,0,0,0,12,Friday,9,0,1
TXN3160482,2023-08-02 14:06:00,187.18,Bengaluru,Pune,PNB,PNB,LIC,P2P,Android,0,0,0,14,Wednesday,8,0,1
TXN4136298,2023-11-06 17:29:00,79.53,Kolkata,Hyderabad,Kotak,PNB,LIC,Bill Payment,Android,0,0,0,17,Monday,11,0,1
TXN5115098,2023-01-07 00:14:00,42218.15,Pune,Lucknow,ICICI,Yes Bank,Individual,P2M,Android,0,1,1,0,Saturday,1,1,1
TXN6232651,2023-03-01 11:22:00,485.45,Pune,Ahmedabad,Axis,Yes Bank,Paytm,Recharge,Android,0,0,0,11,Wednesday,3,0,1
TXN2204445,2023-12-21 22:42:00,96.44,Bengaluru,Pune,Axis,Kotak,BigBasket,P2P,Android,0,0,0,22,Thursday,12,1,1
TXN7732441,2023-04-21 19:33:00,138.86,Mumbai,Pune,SBI,BOB,Flipkart,P2P,iOS,0,0,0,19,Friday,4,0,1
TXN2625220,2023-03-28 22:00:00,158.17,Delhi,Kolkata,BOB,Kotak,Electricity Board,Recharge,Android,0,0,0,22,Tuesday,3,1,1
TXN6381126,2023-05-31 17:46:00,291.87,Hyderabad,Bengaluru,BOB,Yes Bank,Myntra,P2M,iOS,0,0,0,17,Wednesday,5,0,1
TXN6483077,2023-06-28 22:24:00,317.75,Delhi,Hyderabad,BOB,SBI,Zomato,P2M,Android,0,0,0,22,Wednesday,6,1,1
TXN8624054,2023-09-29 09:37:00,337.27,Pune,Chennai,Axis,Yes Bank,Flipkart,Bill Payment,Android,1,0,0,9,Friday,9,0,1
TXN2945865,2023-02-24 20:03:00,370.86,Bengaluru,Kolkata,Yes Bank,PNB,Flipkart,Investment,Android,0,0,0,20,Friday,2,0,1
TXN3851484,2023-02-27 23:13:00,8.13,Chennai,Pune,HDFC,BOB,Myntra,Investment,Android,0,0,0,23,Monday,2,1,1
TXN1167461,2023-05-25 19:37:00,266.99,Delhi,Ahmedabad,BOB,Axis,Zomato,Investment,Android,0,0,0,19,Thursday,5,0,1
TXN7401001,2023-10-03 01:35:00,189227.43,Chennai,Pune,Yes Bank,Yes Bank,Paytm,P2P,Android,0,0,1,1,Tuesday,10,1,1
TXN8106959,2023-05-12 22:25:00,69.44,Ahmedabad,Mumbai,Yes Bank,HDFC,BigBasket,Recharge,Android,0,0,0,22,Friday,5,1,1
TXN5358455,2023-02-12 03:16:00,39056.31,Jaipur,Bengaluru,Yes Bank,BOB,Individual,P2P,Android,1,2,1,3,Sunday,2,1,1
TXN4823993,2023-03-21 20:50:00,670.97,Chennai,Lucknow,BOB,SBI,Myntra,P2P,Android,0,0,0,20,Tuesday,3,0,1
TXN9610824,2023-01-25 23:05:00,129.12,Ahmedabad,Hyderabad,Axis,SBI,Swiggy,P2M,iOS,0,0,0,23,Wednesday,1,1,1
TXN5991994,2023-02-10 16:58:00,450.15,Delhi,Kolkata,SBI,Kotak,BigBasket,P2P,Android,0,0,0,16,Friday,2,0,1
TXN7652566,2023-08-14 23:37:00,577.7,Bengaluru,Jaipur,Axis,SBI,LIC,P2M,Android,0,0,0,23,Monday,8,1,1
TXN5994948,2023-07-03 23:54:00,589.04,Lucknow,Delhi,Kotak,Kotak,Zomato,Recharge,Android,1,0,0,23,Monday,7,1,1
TXN4083541,2023-03-01 22:26:00,465.7,Lucknow,Chennai,Kotak,BOB,Electricity Board,Recharge,Android,0,0,0,22,Wednesday,3,1,1
TXN6750184,2023-01-26 08:14:00,75.82,Ahmedabad,Mumbai,PNB,Axis,Individual,P2M,Android,0,0,0,8,Thursday,1,0,1
TXN1417553,2023-08-09 15:59:00,368.95,Hyderabad,Ahmedabad,HDFC,Kotak,PhonePe,Investment,Android,0,0,0,15,Wednesday,8,0,1
TXN9613156,2023-04-04 18:11:00,662.27,Ahmedabad,Jaipur,Axis,PNB,Myntra,P2M,Android,0,0,0,18,Tuesday,4,0,1
TXN1865675,2023-09-28 18:32:00,79.21,Mumbai,Delhi,Yes Bank,Axis,Zomato,Bill Payment,Android,0,0,0,18,Thursday,9,0,1
TXN5104331,2023-05-04 13:27:00,129.67,Kolkata,Jaipur,Axis,Kotak,Swiggy,P2M,Android,0,0,0,13,Thursday,5,0,1
TXN2343216,2023-09-29 22:58:00,100.4,Hyderabad,Chennai,Kotak,Axis,MakeMyTrip,P2P,iOS,0,0,0,22,Friday,9,1,1
TXN6196324,2023-08-08 15:32:00,14.21,Lucknow,Delhi,BOB,HDFC,PhonePe,Recharge,Android,0,0,0,15,Tuesday,8,0,1
TXN4028068,2023-05-04 12:53:00,336.36,Pune,Kolkata,Kotak,Axis,BigBasket,Investment,iOS,0,0,0,12,Thursday,5,0,1
TXN1477904,2023-10-05 17:19:00,66.97,Bengaluru,Kolkata,ICICI,HDFC,BookMyShow,P2P,iOS,0,0,0,17,Thursday,10,0,1
TXN5221897,2023-05-25 23:08:00,32.81,Mumbai,Delhi,PNB,ICICI,Zomato,Recharge,Android,0,0,0,23,Thursday,5,1,1
TXN4494022,2023-06-24 19:19:00,91.05,Bengaluru,Lucknow,SBI,SBI,BookMyShow,Investment,Android,1,0,0,19,Saturday,6,0,1
TXN9101622,2023-08-24 07:17:00,113.09,Lucknow,Lucknow,Kotak,HDFC,Amazon,Recharge,iOS,0,0,0,7,Thursday,8,0,0
TXN6600104,2023-08-01 20:02:00,68.64,Pune,Jaipur,Axis,SBI,Individual,P2M,Android,0,0,0,20,Tuesday,8,0,1
TXN6201002,2023-10-06 10:41:00,119.04,Chennai,Chennai,ICICI,Kotak,LIC,Investment,Android,0,0,0,10,Friday,10,0,0
TXN2107186,2023-09-05 16:10:00,485.17,Delhi,Pune,ICICI,HDFC,LIC,Investment,Android,0,0,0,16,Tuesday,9,0,1
TXN7503423,2023-08-09 08:57:00,195.54,Hyderabad,Hyderabad,HDFC,ICICI,MakeMyTrip,Recharge,Android,0,0,0,8,Wednesday,8,0,0
TXN6902237,2023-11-01 21:09:00,341.73,Chennai,Ahmedabad,ICICI,SBI,PhonePe,Recharge,iOS,0,2,0,21,Wednesday,11,0,1
TXN2094070,2023-08-04 22:10:00,613.07,Pune,Pune,Kotak,Yes Bank,Amazon,Investment,Android,0,0,0,22,Friday,8,1,0
TXN5192454,2023-10-14 18:25:00,368.78,Kolkata,Lucknow,PNB,Yes Bank,Swiggy,P2P,Android,0,0,0,18,Saturday,10,0,1
TXN7601906,2023-03-09 17:57:00,144.27,Hyderabad,Mumbai,SBI,SBI,Swiggy,P2P,Android,0,0,0,17,Thursday,3,0,1
TXN9266863,2023-09-10 12:39:00,146.62,Delhi,Hyderabad,HDFC,HDFC,Individual,Bill Payment,Android,0,0,0,12,Sunday,9,0,1
TXN1811546,2023-05-29 10:56:00,226.39,Chennai,Jaipur,BOB,SBI,BigBasket,P2M,iOS,0,0,0,10,Monday,5,0,1
TXN8106672,2023-01-08 16:20:00,404.82,Pune,Ahmedabad,Yes Bank,PNB,BookMyShow,P2P,Android,0,0,0,16,Sunday,1,0,1
TXN4835827,2023-02-08 07:20:00,25.79,Mumbai,Bengaluru,HDFC,PNB,Zomato,Recharge,iOS,0,0,0,7,Wednesday,2,0,1
TXN4629446,2023-06-02 08:01:00,539.74,Jaipur,Pune,SBI,ICICI,Electricity Board,Bill Payment,iOS,0,1,0,8,Friday,6,0,1
TXN1162422,2023-10-23 11:19:00,130.4,Ahmedabad,Pune,PNB,Axis,BigBasket,Recharge,Android,0,0,0,11,Monday,10,0,1
TXN9220307,2023-07-30 13:11:00,436.37,Lucknow,Mumbai,Kotak,ICICI,Flipkart,P2M,Android,0,0,0,13,Sunday,7,0,1
TXN5392499,2023-12-11 08:17:00,90.37,Kolkata,Chennai,HDFC,SBI,BookMyShow,P2P,Android,1,0,0,8,Monday,12,0,1
TXN7515728,2023-04-06 12:56:00,29.22,Bengaluru,Mumbai,PNB,PNB,LIC,Bill Payment,Android,1,0,0,12,Thursday,4,0,1
TXN7819294,2023-05-03 07:10:00,386.72,Kolkata,Lucknow,SBI,Axis,Amazon,Recharge,Android,1,0,0,7,Wednesday,5,0,1
TXN1203858,2023-01-17 10:50:00,482.92,Delhi,Mumbai,SBI,Yes Bank,LIC,P2P,iOS,0,0,0,10,Tuesday,1,0,1
TXN5608608,2023-04-16 20:47:00,542.6,Hyderabad,Lucknow,BOB,ICICI,Zomato,Investment,Android,0,0,0,20,Sunday,4,0,1
TXN8031905,2023-08-07 17:34:00,484.14,Chennai,Ahmedabad,SBI,ICICI,BigBasket,P2P,Android,0,0,0,17,Monday,8,0,1
TXN9438803,2023-01-28 15:47:00,218.24,Pune,Pune,HDFC,Axis,Zomato,P2M,Android,1,1,0,15,Saturday,1,0,0
TXN8628588,2023-07-14 17:13:00,140.78,Pune,Pune,BOB,Kotak,LIC,Recharge,iOS,0,0,0,17,Friday,7,0,0
TXN2813543,2023-05-08 15:10:00,118.86,Kolkata,Mumbai,Yes Bank,Axis,Flipkart,Recharge,iOS,0,0,0,15,Monday,5,0,1
TXN1287217,2023-02-01 18:28:00,149.72,Chennai,Bengaluru,Yes Bank,Yes Bank,Myntra,P2P,Android,0,0,0,18,Wednesday,2,0,1
TXN3018182,2023-03-02 09:09:00,435.6,Ahmedabad,Mumbai,Kotak,Axis,Myntra,Investment,iOS,0,1,0,9,Thursday,3,0,1
TXN1474039,2023-12-23 16:17:00,58.26,Lucknow,Kolkata,BOB,HDFC,Myntra,Recharge,Android,1,0,0,16,Saturday,12,0,1
TXN7211496,2023-02-18 08:27:00,238.07,Lucknow,Bengaluru,SBI,HDFC,Rent Payment,Bill Payment,Android,0,0,0,8,Saturday,2,0,1
TXN8496508,2023-09-13 10:11:00,262.02,Lucknow,Lucknow,Yes Bank,SBI,Amazon,Investment,Android,0,0,0,10,Wednesday,9,0,0
TXN5283900,2023-11-26 10:48:00,562.2,Bengaluru,Ahmedabad,Kotak,ICICI,Individual,Bill Payment,Android,0,0,0,10,Sunday,11,0,1
TXN2788506,2023-11-14 13:06:00,462.77,Hyderabad,Delhi,ICICI,PNB,PhonePe,Recharge,Android,1,0,0,13,Tuesday,11,0,1
TXN6082746,2023-03-13 13:33:00,886.76,Kolkata,Lucknow,SBI,BOB,Myntra,P2M,Android,1,0,0,13,Monday,3,0,1
TXN2563690,2023-05-10 10:29:00,287.84,Mumbai,Mumbai,BOB,PNB,BigBasket,P2M,Android,0,0,0,10,Wednesday,5,0,0
TXN8825535,2023-05-31 22:38:00,30.15,Kolkata,Delhi,PNB,Yes Bank,Individual,Bill Payment,Android,1,0,0,22,Wednesday,5,1,1
TXN3317095,2023-10-25 13:55:00,29.65,Chennai,Jaipur,ICICI,BOB,LIC,P2M,Android,0,0,0,13,Wednesday,10,0,1
TXN6758102,2023-02-27 11:00:00,785.62,Jaipur,Chennai,Kotak,Kotak,Myntra,Bill Payment,Android,0,0,0,11,Monday,2,0,1
TXN6834738,2023-10-04 09:37:00,194.57,Kolkata,Pune,Yes Bank,ICICI,BookMyShow,Bill Payment,Android,1,2,0,9,Wednesday,10,0,1
TXN2396723,2023-07-23 23:48:00,293.09,Delhi,Chennai,ICICI,HDFC,Individual,Recharge,iOS,0,0,0,23,Sunday,7,1,1
TXN1900026,2023-12-29 16:46:00,157.03,Bengaluru,Ahmedabad,Kotak,SBI,Individual,Recharge,iOS,0,0,0,16,Friday,12,0,1
TXN8715924,2023-09-06 07:39:00,47.08,Delhi,Jaipur,Kotak,BOB,Rent Payment,Recharge,Android,0,0,0,7,Wednesday,9,0,1
TXN1194661,2023-05-28 11:08:00,1261.74,Delhi,Mumbai,ICICI,Yes Bank,Individual,Recharge,Android,0,0,0,11,Sunday,5,0,1
TXN5965982,2023-07-26 21:26:00,579.3,Mumbai,Lucknow,BOB,Axis,Flipkart,Bill Payment,Android,0,0,0,21,Wednesday,7,0,1
TXN6535093,2023-07-26 10:41:00,214.91,Mumbai,Jaipur,PNB,PNB,Zomato,P2P,Android,0,0,0,10,Wednesday,7,0,1
TXN5307387,2023-01-08 13:13:00,243.2,Delhi,Kolkata,SBI,Kotak,Rent Payment,Recharge,Android,0,0,0,13,Sunday,1,0,1
TXN6961695,2023-04-30 13:49:00,109.3,Mumbai,Bengaluru,Yes Bank,HDFC,Rent Payment,Recharge,Android,1,0,0,13,Sunday,4,0,1
TXN3235572,2023-04-07 16:09:00,81.49,Pune,Hyderabad,Axis,ICICI,Amazon,Bill Payment,Android,1,0,0,16,Friday,4,0,1
TXN6513699,2023-11-29 08:38:00,71.11,Jaipur,Hyderabad,SBI,Kotak,Amazon,Investment,Android,0,0,0,8,Wednesday,11,0,1
TXN5431291,2023-08-17 12:28:00,80.39,Ahmedabad,Lucknow,Axis,HDFC,Electricity Board,Investment,Android,0,0,0,12,Thursday,8,0,1
TXN2113249,2023-06-02 11:22:00,92.05,Ahmedabad,Mumbai,HDFC,Axis,LIC,Bill Payment,Android,1,0,0,11,Friday,6,0,1
TXN2578970,2023-06-08 09:31:00,144.36,Ahmedabad,Pune,ICICI,Kotak,Amazon,P2P,iOS,0,0,0,9,Thursday,6,0,1
TXN4908330,2023-04-05 22:36:00,121.35,Delhi,Mumbai,ICICI,BOB,Amazon,Recharge,iOS,0,0,0,22,Wednesday,4,1,1
TXN9995230,2023-04-12 22:04:00,123.29,Kolkata,Pune,PNB,HDFC,Swiggy,P2M,Android,0,1,0,22,Wednesday,4,1,1
TXN3166384,2023-09-05 11:01:00,712.11,Pune,Delhi,ICICI,SBI,Zomato,Investment,Android,0,0,0,11,Tuesday,9,0,1
TXN8659557,2023-11-07 22:11:00,163737.72,Hyderabad,Kolkata,Yes Bank,BOB,PhonePe,P2P,iOS,1,3,1,22,Tuesday,11,1,1
TXN1869997,2023-04-02 16:27:00,165.11,Kolkata,Hyderabad,HDFC,SBI,BookMyShow,Bill Payment,iOS,0,0,0,16,Sunday,4,0,1
TXN1954456,2023-08-25 21:02:00,237.03,Pune,Chennai,HDFC,HDFC,MakeMyTrip,Investment,Android,0,0,0,21,Friday,8,0,1
TXN7259973,2023-10-10 13:28:00,556.34,Bengaluru,Hyderabad,Axis,BOB,MakeMyTrip,Investment,iOS,0,0,0,13,Tuesday,10,0,1
TXN1731689,2023-02-13 20:19:00,325.72,Mumbai,Kolkata,Axis,BOB,MakeMyTrip,P2M,Android,0,1,0,20,Monday,2,0,1
TXN4495953,2023-09-20 22:19:00,169.17,Lucknow,Mumbai,SBI,ICICI,Electricity Board,P2P,Android,0,0,0,22,Wednesday,9,1,1
TXN2493555,2023-10-04 12:06:00,326.65,Kolkata,Mumbai,ICICI,SBI,Individual,Bill Payment,Android,1,1,0,12,Wednesday,10,0,1
TXN9368955,2023-10-29 23:08:00,209.31,Mumbai,Jaipur,SBI,BOB,Rent Payment,Investment,iOS,0,1,0,23,Sunday,10,1,1
TXN1183655,2023-10-07 09:06:00,288.02,Chennai,Ahmedabad,Kotak,PNB,Rent Payment,P2M,Android,0,0,0,9,Saturday,10,0,1
TXN2315491,2023-11-15 16:42:00,487.3,Pune,Kolkata,Yes Bank,HDFC,Zomato,Recharge,iOS,0,0,0,16,Wednesday,11,0,1
TXN8843195,2023-08-24 18:36:00,67.54,Lucknow,Pune,Axis,HDFC,MakeMyTrip,P2M,Android,0,0,0,18,Thursday,8,0,1
TXN2388947,2023-10-08 16:14:00,119.13,Pune,Bengaluru,ICICI,Yes Bank,Electricity Board,Investment,Android,0,0,0,16,Sunday,10,0,1
TXN5968921,2023-02-28 04:40:00,169018.33,Bengaluru,Chennai,BOB,Kotak,PhonePe,P2M,iOS,0,2,1,4,Tuesday,2,1,1
TXN7858412,2023-05-26 19:17:00,88.18,Ahmedabad,Kolkata,Kotak,Yes Bank,BookMyShow,Bill Payment,iOS,0,0,0,19,Friday,5,0,1
TXN4343197,2023-07-01 19:05:00,216.69,Mumbai,Ahmedabad,Axis,Yes Bank,Zomato,Bill Payment,Android,0,1,0,19,Saturday,7,0,1
TXN5738866,2023-05-25 23:44:00,524.88,Delhi,Bengaluru,HDFC,ICICI,Flipkart,Bill Payment,Android,0,0,0,23,Thursday,5,1,1
TXN3735319,2023-12-28 18:52:00,67.49,Chennai,Delhi,Kotak,Axis,Individual,Bill Payment,Android,1,0,0,18,Thursday,12,0,1
TXN6095353,2023-05-03 13:40:00,55.49,Chennai,Hyderabad,BOB,PNB,Electricity Board,Investment,Android,0,0,0,13,Wednesday,5,0,1
TXN5535171,2023-02-17 17:03:00,94.72,Hyderabad,Chennai,SBI,HDFC,Swiggy,P2M,iOS,0,0,0,17,Friday,2,0,1
TXN1143242,2023-11-16 19:01:00,442.68,Hyderabad,Pune,BOB,ICICI,PhonePe,P2M,Android,0,0,0,19,Thursday,11,0,1
TXN6406072,2023-06-11 07:18:00,460.28,Lucknow,Kolkata,HDFC,Yes Bank,Individual,Bill Payment,Android,0,0,0,7,Sunday,6,0,1
TXN6903728,2023-10-08 03:32:00,43885.4,Ahmedabad,Hyderabad,BOB,ICICI,Paytm,P2P,iOS,0,0,1,3,Sunday,10,1,1
TXN3595941,2023-10-23 23:13:00,184.66,Ahmedabad,Hyderabad,HDFC,PNB,Rent Payment,Investment,iOS,0,0,0,23,Monday,10,1,1
TXN7599496,2023-01-23 07:35:00,93.65,Pune,Ahmedabad,Yes Bank,Yes Bank,LIC,P2P,iOS,0,0,0,7,Monday,1,0,1
TXN6372033,2023-01-24 20:30:00,604.26,Ahmedabad,Delhi,ICICI,Axis,BigBasket,Investment,Android,0,0,0,20,Tuesday,1,0,1
TXN1648639,2023-12-02 20:04:00,184.81,Pune,Ahmedabad,ICICI,BOB,Individual,Bill Payment,Android,1,0,0,20,Saturday,12,0,1
TXN4528558,2023-02-19 19:36:00,47.45,Bengaluru,Chennai,SBI,PNB,LIC,Recharge,Android,0,0,0,19,Sunday,2,0,1
TXN9593813,2023-04-08 11:23:00,910.29,Kolkata,Kolkata,Axis,Yes Bank,Swiggy,P2M,Android,0,0,0,11,Saturday,4,0,0
TXN6890430,2023-01-21 13:45:00,225.1,Kolkata,Bengaluru,PNB,Yes Bank,Electricity Board,Recharge,Android,0,2,0,13,Saturday,1,0,1
TXN2981728,2023-07-19 11:45:00,957.93,Mumbai,Pune,HDFC,BOB,PhonePe,P2P,iOS,0,0,0,11,Wednesday,7,0,1
TXN3789483,2023-12-22 09:06:00,72.31,Pune,Jaipur,SBI,Kotak,PhonePe,P2M,Android,1,0,0,9,Friday,12,0,1
TXN5272158,2023-04-18 11:24:00,39.87,Ahmedabad,Chennai,HDFC,Kotak,Zomato,P2M,Android,0,0,0,11,Tuesday,4,0,1
TXN4315446,2023-12-03 16:56:00,63.16,Hyderabad,Lucknow,ICICI,BOB,Swiggy,Investment,iOS,0,0,0,16,Sunday,12,0,1
TXN8262883,2023-01-27 21:53:00,199.94,Hyderabad,Mumbai,ICICI,BOB,BigBasket,Bill Payment,Android,1,0,0,21,Friday,1,0,1
TXN1735810,2023-05-06 21:19:00,189.71,Mumbai,Kolkata,Axis,ICICI,PhonePe,Investment,iOS,0,0,0,21,Saturday,5,0,1
TXN3794477,2023-03-15 14:57:00,113.04,Pune,Pune,Axis,Axis,Paytm,Investment,Android,0,0,0,14,Wednesday,3,0,0
TXN4655356,2023-06-24 12:06:00,667.03,Bengaluru,Jaipur,Axis,Axis,LIC,Investment,Android,0,0,0,12,Saturday,6,0,1
TXN4741605,2023-05-01 12:40:00,556.13,Bengaluru,Hyderabad,BOB,Yes Bank,Myntra,P2P,Android,0,0,0,12,Monday,5,0,1
TXN6786619,2023-06-16 19:02:00,269.23,Kolkata,Mumbai,Yes Bank,Axis,Myntra,Recharge,Android,1,0,0,19,Friday,6,0,1
TXN8376778,2023-04-12 20:00:00,63.85,Chennai,Delhi,Yes Bank,SBI,LIC,Recharge,Android,0,0,0,20,Wednesday,4,0,1
TXN7355220,2023-12-03 11:09:00,78.31,Lucknow,Chennai,SBI,PNB,Electricity Board,P2M,Android,0,0,0,11,Sunday,12,0,1
TXN3802068,2023-03-11 09:58:00,913.02,Pune,Ahmedabad,BOB,HDFC,Swiggy,P2M,iOS,0,2,0,9,Saturday,3,0,1
TXN9424597,2023-02-15 23:10:00,82.33,Delhi,Ahmedabad,Kotak,Yes Bank,Myntra,Investment,iOS,1,0,0,23,Wednesday,2,1,1
TXN5966537,2023-06-16 22:34:00,443.94,Kolkata,Bengaluru,ICICI,HDFC,BigBasket,P2M,iOS,0,0,0,22,Friday,6,1,1
TXN1355484,2023-10-03 03:12:00,157388.08,Pune,Chennai,Axis,Axis,Paytm,P2P,Android,1,1,1,3,Tuesday,10,1,1
